PRIME,TARGET,RELATIONSHIP,LEXICALITY,COR_ANS,target_lowercase
appendil,APPEND,ND_PW,W,f,append
beets,BEET,D_W,W,f,beet
scuffic,BLOAT,UNREL,W,f,bloat
mullet,MULL,ND_W,W,f,mull
muskin,MUSK,ND_PW,W,f,musk
inferne,INFER,ND_PW,W,f,infer
basking,BASK,D_W,W,f,bask
toility,REEK,UNREL,W,f,reek
brisket,BRISK,ND_W,W,f,brisk
twitel,TWIT,ND_PW,W,f,twit
electalt,ELECT,ND_PW,W,f,elect
rumps,RUMP,D_W,W,f,rump
pulpage,ACRE,UNREL,W,f,acre
browse,BROW,ND_W,W,f,brow
surgell,SURGE,ND_PW,W,f,surge
snuffel,SNUFF,ND_PW,W,f,snuff
tacked,TACK,D_W,W,f,tack
tangic,BOON,UNREL,W,f,boon
trumpet,TRUMP,ND_W,W,f,trump
sledum,SLED,ND_PW,W,f,sled
scalpon,SCALP,ND_PW,W,f,scalp
mutts ,MUTT,D_W,W,f,mutt
fleely,CROW,UNREL,W,f,crow
shackle,SHACK,ND_W,W,f,shack
ribarn,RIB,ND_PW,W,f,rib
chapat,CHAP,ND_PW,W,f,chap
sternly,STERN,D_W,W,f,stern
piered,GOWN,UNREL,W,f,gown
ticket,TICK,ND_W,W,f,tick
tonupe,TON,ND_PW,W,f,ton
rackel,RACK,ND_PW,W,f,rack
skills,SKILL,D_W,W,f,skill
jarric,POD,UNREL,W,f,pod
pimple,PIMP,ND_W,W,f,pimp
sockle,SOCK,ND_PW,W,f,sock
cartat,CART,ND_PW,W,f,cart
blanks,BLANK,D_W,W,f,blank
docken,GRIP,UNREL,W,f,grip
summit,SUM,ND_W,W,f,sum
twinit,TWIN,ND_PW,W,f,twin
pillut,PILL,ND_PW,W,f,pill
tends,TEND,D_W,W,f,tend
panize,BID,UNREL,W,f,bid
hatchet,HATCH,ND_W,W,f,hatch
bushke,BUSH,ND_PW,W,f,bush
promup,PROM,ND_PW,W,f,prom
patched ,PAT,D_W,W,f,pat
yellen,NOON,UNREL,W,f,noon
petrol,PET,ND_W,W,f,pet
sandouse,SAND,ND_PW,W,f,sand
chipange,CHIP,ND_PW,W,f,chip
batting,BAT,D_W,W,f,bat
hornly,GRAY,UNREL,W,f,gray
chuckle,CHUCK,ND_W,W,f,chuck
plainople,PLAIN,ND_PW,W,f,plain
dragip,DRAG,ND_PW,W,f,drag
bullish,BULL,D_W,W,f,bull
ratic,BUD,UNREL,W,f,bud
bucket,BUCK,ND_W,W,f,buck
bellot,BELL,ND_PW,W,f,bell
trickat,TRICK,ND_PW,W,f,trick
bands,BAND,D_W,W,f,band
windous,NECK,UNREL,W,f,neck
nickel,NICK,ND_W,W,f,nick
wallon,WALL,ND_PW,W,f,wall
cashel,CASH,ND_PW,W,f,cash
starry,STAR,D_W,W,f,star
markize,BORN,UNREL,W,f,born
triple,TRIP,ND_W,W,f,trip
rockel,ROCK,ND_PW,W,f,rock
singat,SING,ND_PW,W,f,sing
planned,PLAN,D_W,W,f,plan
sicky,FULL,UNREL,W,f,full
freeze,FREE,ND_W,W,f,free
pickon,PICK,ND_PW,W,f,pick
funult,FUN,ND_PW,W,f,fun
turned,TURN,D_W,W,f,turn
carness,OWN,UNREL,W,f,own
boycott,BOY,ND_W,W,f,boy
manolt,MAN,ND_PW,W,f,man
cry,ANP,PSEUDOW,PW,j,anp
dip,CUW,PSEUDOW,PW,j,cuw
ego,GEP,PSEUDOW,PW,j,gep
fin,NEP,PSEUDOW,PW,j,nep
gym,ROJ,PSEUDOW,PW,j,roj
hop,TRE,PSEUDOW,PW,j,tre
jab,AIB,PSEUDOW,PW,j,aib
mat,FAL,PSEUDOW,PW,j,fal
arch,JIR,PSEUDOW,PW,j,jir
band,FUT,PSEUDOW,PW,j,fut
bear,LUP,PSEUDOW,PW,j,lup
bias,HIB,PSEUDOW,PW,j,hib
bled,DRAN,PSEUDOW,PW,j,dran
blur,REAG,PSEUDOW,PW,j,reag
bond,TARU,PSEUDOW,PW,j,taru
bray,TIEP,PSEUDOW,PW,j,tiep
clip,PHIP,PSEUDOW,PW,j,phip
demo,DROS,PSEUDOW,PW,j,dros
disc,THET,PSEUDOW,PW,j,thet
drip,YEVY,PSEUDOW,PW,j,yevy
fern,FOEM,PSEUDOW,PW,j,foem
frog,ARPY,PSEUDOW,PW,j,arpy
gold,BAWP,PSEUDOW,PW,j,bawp
heap,COWP,PSEUDOW,PW,j,cowp
hill,ELGS,PSEUDOW,PW,j,elgs
jeep,FELN,PSEUDOW,PW,j,feln
